"FORMAL","ESTRATO","DEPARTAMENTO","SEXO","ESTADO_CIVIL","TRAB_VEN","EDAD","HORAS_TRAB_SEM","INGRESO_D","INGRESO_E"
"No","Medio","LIMA","Mujer","Soltero/a","No",36,48,300,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",27,72,400,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",24,32,200,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",54,54,NA,NA
NA,"Medio alto","LIMA","Hombre","Soltero/a","Sí",44,27,NA,NA
NA,"Medio alto","LIMA","Hombre","Casado/a","Sí",29,51,NA,NA
"No","Medio","LIMA","Mujer","Soltero/a","Sí",37,66,200,60
NA,"Medio","LIMA","Hombre","Conviviente","Sí",28,60,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","No",18,48,300,0
"No","Medio alto","LIMA","Hombre","Conviviente","No",22,49,350,0
"No","Medio alto","LIMA","Mujer","Conviviente","No",20,0,160,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",18,24,180,32
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",34,60,200,54
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",30,36,NA,NA
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",31,60,1200,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",39,54,600,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",29,72,NA,NA
"Sí","Medio","LIMA","Hombre","Soltero/a","No",21,50,600,0
"Sí","Medio","LIMA","Hombre","Soltero/a","Sí",20,50,600,0
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",26,40,1000,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",36,66,NA,NA
NA,"Medio alto","LIMA","Mujer","Divorciado/a","Sí",50,36,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",27,60,NA,NA
"No","Medio alto","LIMA","Mujer","Conviviente","No",23,0,200,36
"No","Medio","LIMA","Hombre","Conviviente","Sí",36,55,650,0
NA,"Medio","LIMA","Mujer","Conviviente","No",22,60,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",25,66,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",24,36,NA,NA
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",22,60,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",34,84,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",31,60,250,60
"No","Medio","LIMA","Hombre","Casado/a","Sí",30,60,200,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",18,84,600,0
NA,"Medio alto","LIMA","Hombre","Soltero/a","Sí",18,84,NA,NA
"No","Medio alto","LIMA","Mujer","Conviviente","No",29,48,120,60
"No","Medio alto","LIMA","Hombre","Conviviente","No",29,66,300,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",18,72,600,0
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",36,10,1200,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",43,72,NA,NA
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",43,46,930,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",35,60,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",29,8,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",33,36,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","No",30,48,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",24,60,NA,NA
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",35,72,600,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",29,48,150,0
NA,"Medio","LIMA","Mujer","Soltero/a","Sí",37,84,NA,NA
NA,"Medio","LIMA","Mujer","Soltero/a","Sí",53,42,NA,NA
NA,"Medio","LIMA","Hombre","Soltero/a","No",28,54,NA,NA
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",32,54,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",28,42,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","No",25,60,400,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",37,84,30,0
"No","Medio","LIMA","Mujer","Conviviente","No",21,12,450,0
NA,"Medio","LIMA","Hombre","Conviviente","No",23,60,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",29,73,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",38,82,700,60
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",34,91,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",34,62,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",51,73,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",31,50,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",23,43,NA,NA
NA,"Medio alto","LIMA","Hombre","Casado/a","Sí",41,51,NA,NA
"Sí","Medio alto","LIMA","Mujer","Casado/a","Sí",31,72,930,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",22,50,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",24,55,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",34,59,NA,NA
"Sí","Medio alto","LIMA","Hombre","Conviviente","Sí",62,46,300,0
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",53,70,NA,NA
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",34,67,300,0
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",27,18,NA,NA
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",66,44,200,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",43,52,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",22,18,30,0
"Sí","Medio alto","LIMA","Hombre","Casado/a","Sí",38,84,1800,144
"Sí","Medio alto","LIMA","Mujer","Casado/a","Sí",36,48,1500,192
NA,"Medio","LIMA","Mujer","Conviviente","No",17,2,NA,NA
"No","Medio","LIMA","Mujer","Divorciado/a","Sí",63,35,800,360
"No","Medio","LIMA","Mujer","Conviviente","Sí",32,53,950,0
"No","Medio","LIMA","Mujer","Soltero/a","No",16,59,120,96
NA,"Medio","LIMA","Hombre","Conviviente","Sí",42,56,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",35,48,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",39,63,NA,NA
"No","Medio","LIMA","Hombre","Casado/a","Sí",30,84,350,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",27,99,170,40
"No","Medio","LIMA","Mujer","Soltero/a","Sí",30,54,220,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",44,54,220,72
"No","Medio bajo","LIMA","Hombre","Casado/a","Sí",36,70,355,0
"No","Medio bajo","LIMA","Mujer","Casado/a","No",33,21,25,30
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",37,40,700,0
"Sí","Medio bajo","LIMA","Mujer","Casado/a","Sí",37,50,1150,0
"No","Medio bajo","LIMA","Mujer","Casado/a","No",64,48,400,0
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",30,32,NA,NA
"No","Medio bajo","LIMA","Mujer","Conviviente","No",28,40,300,0
NA,"Medio bajo","LIMA","Hombre","Separado","Sí",40,105,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",31,61,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",35,8,NA,NA
"No","Medio bajo","LIMA","Hombre","Separado","Sí",47,84,520,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",24,66,1000,0
"Sí","Bajo","LIMA","Hombre","Casado/a","Sí",47,45,500,0
"Sí","Bajo","LIMA","Mujer","Casado/a","Sí",33,43,500,0
"Sí","Bajo","LIMA","Hombre","Casado/a","Sí",57,66,600,0
"No","Medio","LIMA","Mujer","Casado/a","Sí",35,60,240,48
"Sí","Medio","LIMA","Hombre","Casado/a","Sí",36,52,1400,0
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",39,0,1200,0
NA,"Medio","LIMA","Mujer","Conviviente","Sí",31,5,NA,NA
"No","Medio","LIMA","Hombre","Separado","Sí",44,50,550,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",24,70,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",25,69,230,0
"No","Medio","LIMA","Mujer","Separado","Sí",45,66,230,0
"No","Medio","LIMA","Hombre","Soltero/a","No",18,69,350,0
"No","Medio","LIMA","Mujer","Separado","Sí",30,54,350,36
NA,"Medio","LIMA","Mujer","Conviviente","Sí",56,72,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","No",21,50,280,42
"No","Medio","LIMA","Hombre","Conviviente","Sí",25,66,250,24
NA,"Medio","LIMA","Mujer","Separado","Sí",35,35,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",31,54,270,0
"No","Medio","LIMA","Mujer","Conviviente","No",22,35,300,0
"No","Medio","LIMA","Hombre","Conviviente","No",21,66,220,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",36,28,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",31,54,1000,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",32,18,NA,NA
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",37,40,6093,0
NA,"Medio","LIMA","Mujer","Conviviente","Sí",42,44,NA,NA
"No","Medio","LIMA","Hombre","Separado","Sí",28,84,200,70
"Sí","Medio alto","LIMA","Hombre","Casado/a","Sí",43,77,2400,630
NA,"Medio alto","LIMA","Mujer","Casado/a","Sí",50,14,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",41,48,500,0
"Sí","Medio alto","LIMA","Hombre","Soltero/a","Sí",31,84,1100,32
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",36,84,NA,NA
"Sí","Medio alto","LIMA","Mujer","Conviviente","Sí",41,45,465,0
"Sí","Medio bajo","LIMA","Hombre","Soltero/a","Sí",30,40,3200,200
"Sí","Medio bajo","LIMA","Hombre","Conviviente","Sí",36,46,750,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",50,60,370,96
"No","Bajo","LIMA","Hombre","Soltero/a","No",27,68,280,96
"No","Bajo","LIMA","Mujer","Separado","Sí",43,72,465,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",43,46,300,30
"No","Bajo","LIMA","Hombre","Conviviente","Sí",25,67,1800,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",24,72,300,60
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",31,48,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","Sí",34,77,500,120
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",33,70,950,0
"No","Medio alto","LIMA","Mujer","Conviviente","No",28,70,950,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",27,54,1500,0
"No","Medio alto","LIMA","Mujer","Soltero/a","Sí",42,16,340,0
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",24,57,1000,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",40,84,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","No",44,42,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","Sí",53,60,1200,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",29,56,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",39,72,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",38,70,1100,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",40,60,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","No",42,36,850,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",23,72,1300,0
"Sí","Medio","LIMA","Hombre","Conviviente","No",26,42,1700,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",36,64,1000,0
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",32,84,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",32,78,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",32,60,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",35,48,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",35,60,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",44,72,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",42,72,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",45,70,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",46,70,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",19,60,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",41,33,NA,NA
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",43,48,200,70
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",45,24,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",43,55,NA,NA
"No","Medio bajo","LIMA","Mujer","Casado/a","Sí",32,72,465,96
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",18,72,465,96
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",25,72,NA,NA
"No","Medio bajo","LIMA","Mujer","Separado","Sí",61,72,500,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",29,40,40,0
NA,"Medio bajo","LIMA","Hombre","Conviviente","No",33,48,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",42,48,500,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",26,48,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",26,77,700,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",19,72,300,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",35,72,450,63
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",38,40,1300,0
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",37,39,NA,NA
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",35,82,NA,NA
"Sí","Bajo","LIMA","Mujer","Conviviente","Sí",38,24,600,0
NA,"Bajo","LIMA","Hombre","Soltero/a","No",17,66,NA,NA
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",22,18,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","Sí",40,36,1300,0
"Sí","Bajo","LIMA","Mujer","Conviviente","No",39,50,1050,0
"Sí","Bajo","LIMA","Hombre","Soltero/a","No",25,48,1100,0
"No","Bajo","LIMA","Mujer","Casado/a","Sí",54,79,260,0
"Sí","Bajo","LIMA","Mujer","Soltero/a","No",33,47,979,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",24,60,250,0
"No","Bajo","LIMA","Hombre","Conviviente","Sí",32,102,790,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",26,89,400,0
"Sí","Bajo","LIMA","Mujer","Soltero/a","Sí",29,40,900,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",36,72,1100,240
"No","Bajo","LIMA","Hombre","Conviviente","Sí",30,64,480,0
"No","Bajo","LIMA","Mujer","Soltero/a","No",59,40,300,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",24,84,NA,NA
NA,"Medio","LIMA","Hombre","Casado/a","Sí",32,48,NA,NA
"No","Medio","LIMA","Mujer","Casado/a","No",35,48,465,0
NA,"Medio","LIMA","Hombre","Casado/a","Sí",41,91,NA,NA
NA,"Medio","LIMA","Hombre","Separado","Sí",31,70,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",30,77,330,0
NA,"Medio","LIMA","Mujer","Conviviente","No",17,8,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",23,84,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",23,57,260,0
NA,"Medio alto","LIMA","Hombre","Soltero/a","Sí",32,45,NA,NA
NA,"Medio alto","LIMA","Hombre","Casado/a","Sí",51,24,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",25,60,350,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",21,24,100,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",37,0,300,250
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",27,0,330,54
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",29,0,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",51,14,NA,NA
"No","Medio bajo","LIMA","Hombre","Casado/a","No",29,91,1170,0
"No","Medio bajo","LIMA","Mujer","Casado/a","No",26,54,250,0
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",46,0,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",25,72,750,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",37,53,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",37,55,300,0
"No","Medio","LIMA","Hombre","Soltero/a","No",16,36,200,100
NA,"Medio","LIMA","Mujer","Separado","No",27,42,NA,NA
"No","Medio bajo","LIMA","Mujer","Separado","No",42,72,140,60
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",35,58,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","No",29,16,NA,NA
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",61,28,210,0
NA,"Medio bajo","LIMA","Hombre","Separado","Sí",26,50,NA,NA
"No","Medio bajo","LIMA","Mujer","Separado","Sí",23,36,300,15
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",51,60,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",43,75,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",43,21,NA,NA
NA,"Medio bajo","LIMA","Mujer","Soltero/a","No",20,21,NA,NA
"No","Medio bajo","LIMA","Hombre","Separado","Sí",27,56,600,65
"No","Medio bajo","LIMA","Mujer","Viudo/a","Sí",31,63,244,0
"No","Medio bajo","LIMA","Mujer","Viudo/a","Sí",55,30,600,0
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",38,30,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",35,42,NA,NA
"No","Medio bajo","LIMA","Mujer","Casado/a","Sí",32,36,165,21
NA,"Medio bajo","LIMA","Mujer","Soltero/a","Sí",22,40,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",35,91,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",40,60,NA,NA
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",33,15,NA,NA
"No","Medio bajo","LIMA","Hombre","Casado/a","Sí",28,84,35,0
NA,"Medio bajo","LIMA","Hombre","Separado","Sí",29,30,NA,NA
"No","Medio bajo","LIMA","Mujer","Separado","Sí",58,12,30,16
"No","Bajo","LIMA","Hombre","Conviviente","Sí",30,66,300,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",26,72,250,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",31,40,1516,0
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",38,45,NA,NA
NA,"Bajo","LIMA","Mujer","Soltero/a","No",20,60,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",42,54,200,0
"No","Medio","LIMA","Hombre","Casado/a","Sí",33,60,700,0
NA,"Medio","LIMA","Mujer","Soltero/a","Sí",52,48,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",34,95,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",33,56,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",28,66,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",30,84,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","No",21,48,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","No",20,48,NA,NA
NA,"Medio bajo","LIMA","Hombre","Casado/a","Sí",38,40,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",38,57,300,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",23,54,40,10
"Sí","Medio bajo","LIMA","Mujer","Conviviente","Sí",24,66,300,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",24,72,NA,NA
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",29,35,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",29,48,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",25,54,500,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",24,54,275,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",25,65,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",33,60,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","No",23,60,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",45,91,NA,NA
"No","Medio","LIMA","Mujer","Soltero/a","Sí",35,66,180,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",25,66,180,16
"No","Medio","LIMA","Hombre","Separado","Sí",38,50,650,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",32,66,400,0
"Sí","Medio","LIMA","Mujer","Soltero/a","Sí",42,54,220,0
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",32,11,NA,NA
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",43,40,700,0
"Sí","Medio bajo","LIMA","Mujer","Casado/a","No",28,39,450,250
"Sí","Medio bajo","LIMA","Hombre","Conviviente","Sí",44,75,640,0
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",50,6,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",21,27,90,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","No",19,7,100,0
"No","Medio bajo","LIMA","Hombre","Casado/a","Sí",40,36,300,0
NA,"Medio bajo","LIMA","Hombre","Separado","Sí",49,49,NA,NA
NA,"Medio","LIMA","Mujer","Soltero/a","Sí",55,81,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",35,48,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",33,48,NA,NA
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",50,66,35,10
NA,"Medio bajo","LIMA","Hombre","Conviviente","No",43,48,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","No",21,54,250,0
"No","Medio bajo","LIMA","Hombre","Conviviente","No",30,60,350,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",50,24,60,0
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",36,48,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",42,48,930,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",21,72,240,60
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",25,78,350,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",22,77,350,0
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",48,60,1600,0
"No","Medio alto","LIMA","Mujer","Casado/a","Sí",49,48,300,0
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",51,48,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",58,20,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",25,60,NA,NA
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",31,60,1000,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",46,54,NA,NA
"Sí","Medio bajo","LIMA","Hombre","Soltero/a","No",43,27,3400,0
"Sí","Medio bajo","LIMA","Mujer","Soltero/a","Sí",45,48,1500,0
"Sí","Medio alto","LIMA","Hombre","Conviviente","Sí",40,54,980,0
"Sí","Medio alto","LIMA","Mujer","Conviviente","Sí",35,44,1000,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",30,24,NA,NA
"Sí","Bajo","LIMA","Mujer","Conviviente","Sí",47,59,3000,0
"No","Bajo","LIMA","Hombre","Casado/a","Sí",57,48,475,0
NA,"Bajo","LIMA","Mujer","Casado/a","Sí",52,4,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","Sí",32,66,475,150
"No","Bajo","LIMA","Mujer","Conviviente","Sí",33,18,500,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",27,46,NA,NA
NA,"Bajo","LIMA","Mujer","Conviviente","No",22,77,NA,NA
NA,"Bajo","LIMA","Mujer","Separado","Sí",47,6,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","No",19,18,NA,NA
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",21,24,50,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",44,47,1300,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",32,62,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","Sí",35,84,NA,NA
"No","Bajo","LIMA","Hombre","Casado/a","Sí",42,60,300,35
"No","Bajo","LIMA","Mujer","Casado/a","Sí",41,60,198,0
"No","Bajo","LIMA","Hombre","Casado/a","Sí",43,63,700,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",20,60,3500,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",49,54,900,0
"Sí","Bajo","LIMA","Mujer","Soltero/a","Sí",23,45,500,0
"No","Medio bajo","LIMA","Mujer","Separado","No",37,98,450,300
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",27,35,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","Sí",26,33,NA,NA
"No","Medio bajo","LIMA","Mujer","Separado","Sí",52,45,200,40
NA,"Bajo","LIMA","Mujer","Separado","Sí",65,32,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","Sí",36,2,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","Sí",32,86,NA,NA
"No","Bajo","LIMA","Mujer","Divorciado/a","Sí",45,54,300,120
"Sí","Bajo","LIMA","Hombre","Soltero/a","Sí",32,25,2000,0
"Sí","Bajo","LIMA","Mujer","Conviviente","Sí",29,52,1000,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",27,66,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",26,72,500,300
"No","Bajo","LIMA","Hombre","Conviviente","Sí",28,90,950,300
"Sí","Bajo","LIMA","Mujer","Conviviente","Sí",24,43,550,100
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",21,66,650,180
NA,"Medio","LIMA","Hombre","Casado/a","Sí",53,27,NA,NA
"No","Medio","LIMA","Hombre","Casado/a","Sí",31,56,400,0
"No","Medio","LIMA","Mujer","Casado/a","No",30,54,930,182
"No","Medio","LIMA","Hombre","Conviviente","Sí",43,68,50,0
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",27,28,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",24,42,400,60
"No","Medio","LIMA","Mujer","Conviviente","No",28,5,25,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",19,66,350,0
"No","Medio alto","LIMA","Mujer","Separado","Sí",35,30,930,0
"Sí","Medio alto","LIMA","Hombre","Conviviente","Sí",30,74,1000,0
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",31,48,500,0
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",31,60,640,0
"No","Medio alto","LIMA","Mujer","Casado/a","Sí",26,7,800,0
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",25,80,600,0
"Sí","Medio alto","LIMA","Hombre","Conviviente","Sí",24,84,600,0
"Sí","Medio alto","LIMA","Mujer","Separado","Sí",36,72,800,36
NA,"Medio alto","LIMA","Hombre","Conviviente","No",35,24,NA,NA
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",30,84,300,0
